feature,coefficient
gen_gap,0.009189290403850879
size_gap,0.03543383908782323
tune_diff,0.03425843951204574
domain_var,1.0434587252542016
weight_drift,-0.04531442270313221
family_same,0.002141736061976183
intercept,-0.0158545699965342
