generation,params_b,model_pt,model_it,rep_gap_1_minus_cka,rep_mean_cka,rep_mean_rsa,weight_cosine,weight_l2
2.0,2.0,gemma2_2b,gemma2_2b_it,0.022177474839346734,0.9778225251606533,0.9325746503007811,0.5855091496059109,6.7518149399675
3.0,1.0,gemma3_1b_pt,gemma3_1b_it,0.30323249953133724,0.6967675004686628,0.8574311734044112,0.9935818033229964,72.8798231272701
3.0,4.0,gemma3_4b_pt,gemma3_4b_it,0.2639446258544922,0.7360553741455078,0.9554741167454746,0.9999892563954322,1.22629329692179
