model_a,model_b,layer,metric,boot_mean,ci_low,ci_high,n_boot,boot_sample_size
codegemma_2b,gemma3_4b_pt,layer_0,rsa_spearman,0.832701496209485,0.8066177810912851,0.8509652227377003,60,240
codegemma_2b,gemma3_4b_pt,layer_10,cka,0.5559899191061656,0.5267907112836838,0.5832926154136657,60,240
codegemma_2b,gemma3_4b_pt,layer_10,rsa_spearman,0.8729931554513983,0.8581710168442492,0.8867181822353281,60,240
codegemma_2b,gemma3_4b_pt,layer_12,cka,0.4906897654136022,0.4547640420496464,0.5195929318666458,60,240
codegemma_2b,gemma3_4b_pt,layer_12,rsa_spearman,0.8660242697765084,0.8484350421312215,0.8769062885713067,60,240
codegemma_2b,gemma3_4b_pt,layer_2,cka,0.9567590117454529,0.9522371932864189,0.9611605435609818,60,240
codegemma_2b,gemma3_4b_pt,layer_2,rsa_spearman,0.7663244288796194,0.7352267905721324,0.7978110174675165,60,240
codegemma_2b,gemma3_4b_pt,layer_4,cka,0.9382092952728271,0.9285863548517227,0.946036858856678,60,240
codegemma_2b,gemma3_4b_pt,layer_4,rsa_spearman,0.7215283267654224,0.6928250963803261,0.75131372803409,60,240
codegemma_2b,gemma3_4b_pt,layer_6,cka,0.7084836423397064,0.682148990035057,0.738496471941471,60,240
codegemma_2b,gemma3_4b_pt,layer_6,rsa_spearman,0.8442265467532493,0.8227427177432753,0.8660350443923065,60,240
codegemma_2b,gemma3_4b_pt,layer_8,cka,0.6049493918816249,0.5793923184275627,0.6276819378137588,60,240
codegemma_2b,gemma3_4b_pt,layer_8,rsa_spearman,0.8603238102798149,0.8427380356311143,0.8787554457411887,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_0,cka,0.7474768509467443,0.7024778351187706,0.7854505449533462,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_0,rsa_spearman,0.8077977467060521,0.7803616149749281,0.8319594294976346,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_10,cka,0.9578915894031524,0.9518352344632148,0.9630332574248314,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_10,rsa_spearman,0.8630229828796071,0.8255145918346117,0.889676174373128,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_12,cka,0.9489816596110662,0.9434418022632599,0.9543693929910659,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_12,rsa_spearman,0.8712189361341558,0.8349885001605448,0.8977804292655404,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_2,cka,0.9699251423279445,0.9656367272138595,0.9737343788146973,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_2,rsa_spearman,0.8089088426240539,0.7856207933856213,0.8304091183602911,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_4,cka,0.9662677447001139,0.963158804178238,0.9702154994010925,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_4,rsa_spearman,0.6668070290823648,0.6290765023446493,0.7103685935081722,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_6,cka,0.9692380279302597,0.963769468665123,0.974795114994049,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_6,rsa_spearman,0.8531683054717242,0.8339390557444667,0.8695613326901109,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_8,cka,0.9606634378433228,0.9561376631259918,0.9649378076195717,60,240
codegemma_2b,lfm2_5_1_2b_base,layer_8,rsa_spearman,0.8721580353822888,0.8465568334119108,0.8909843281140247,60,240
codegemma_2b,lfm2_5_1_2b_instruct,layer_0,cka,0.7479722261428833,0.7028087556362153,0.7861344948410988,60,240
codegemma_2b,lfm2_5_1_2b_instruct,layer_0,rsa_spearman,0.8083993475585526,0.7809510835506472,0.8326238365934897,60,240
