model,family,generation,tune_type,params_b,tensors_used,global_mean,global_rms,global_abs_mean,global_n
gemma3_4b_it,gemma,3.0,it,4.0,97.0,0.0011619241139782036,0.3525685857417074,0.015639334527674686,1257459456.0
gemma3_27b_it,gemma,3.0,it,27.0,162.0,0.0012948121858534973,0.417656593554385,0.010608795124786213,5971428608.0
