edge_type,model_from,model_to,layer,cka_before,cka_after,cka_gain,procrustes_before,procrustes_after,procrustes_gain,operator_r2_train,operator_r2,operator_fro,operator_trace_mean,operator_spectral_entropy,operator_spectral_pr
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_2,0.8485007882118225,0.9974820613861084,0.1489812731742859,0.03270697179340257,0.005639253376510052,0.027067718416892515,0.9992387024031234,0.9943202155638674,24.57132339477539,0.00026465425617061555,4.9358906745910645,88.00507354736328
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_4,0.8331141471862793,0.989983081817627,0.15686893463134766,0.032994556341821996,0.008808725357364794,0.0241858309844572,0.9995095788078256,0.987865057066104,31.77735137939453,-0.0011150557547807693,5.032681465148926,86.15986633300781
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_6,0.6830390095710754,0.9836429357528687,0.3006039261817932,0.05529559485126066,0.01164466638126917,0.043650928469991496,0.999899562309519,0.982593554595874,54.77676773071289,0.0016003644559532404,4.934483528137207,41.67180633544922
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_8,0.8581051826477051,0.9651300311088562,0.10702484846115112,0.037743376386492646,0.017211447565449015,0.02053192882104363,0.999987974954253,0.963118737948591,59.28755569458008,0.0011866333661600947,4.994013786315918,44.40517807006836
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_10,0.6103969812393188,0.9427189230918884,0.3323219418525696,0.06533189783697435,0.022480978517888748,0.042850919319085606,0.9999974095208364,0.9407202219478576,65.36737823486328,-0.002448505721986294,4.921292304992676,30.99071502685547
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_12,0.6902374625205994,0.9120990037918091,0.22186154127120972,0.06595648365387907,0.02827596503706628,0.03768051861681279,0.9999993392343722,0.9102783360734893,77.20210266113281,0.0024778093211352825,4.821763515472412,21.998619079589844
tune_shift,gemma2_2b,gemma2_2b_it,layer_0,0.9999958872795105,0.9999925494194031,-3.337860107421875e-06,0.0002686737522778502,0.0019889753066423977,-0.0017203015543645476,0.9998581333115496,0.998994620260294,7.148382663726807,0.023409081622958183,4.06347131729126,57.097381591796875
tune_shift,gemma2_2b,gemma2_2b_it,layer_2,0.9736736416816711,0.9995937943458557,0.02592015266418457,0.011136677439864535,0.006011927769952341,0.005124749669912194,0.9982933270053029,0.9820920541553645,13.151034355163574,0.07431723177433014,5.4390034675598145,213.5101776123047
tune_shift,gemma2_2b,gemma2_2b_it,layer_4,0.9848292469978333,0.9996511936187744,0.014821946620941162,0.010095819133233808,0.006459455288398624,0.0036363638448351845,0.9986527575655716,0.9772092038523971,14.274128913879395,0.08038176596164703,5.471167087554932,224.82427978515625
tune_shift,gemma2_2b,gemma2_2b_it,layer_6,0.9846630692481995,0.9995960593223572,0.014932990074157715,0.010433048386238894,0.006665961945797759,0.0037670864404411343,0.9990933602313323,0.9729420513944321,15.966766357421875,0.0862298235297203,5.484273910522461,229.04063415527344
tune_shift,gemma2_2b,gemma2_2b_it,layer_8,0.9813106060028076,0.9986193776130676,0.01730877161026001,0.01264260050812125,0.007929757567767343,0.004712842940353908,0.9995532884210879,0.962757081779622,17.595996856689453,0.08595141768455505,5.478531360626221,224.79425048828125
tune_shift,gemma2_2b,gemma2_2b_it,layer_10,0.97686368227005,0.9981792569160461,0.021315574645996094,0.014202499269907413,0.009512554435144602,0.004689944834762811,0.9997340428329136,0.9479505577571259,19.141582489013672,0.0852326825261116,5.476137161254883,222.47364807128906
