edge_type,model_from,model_to,layer,mode_rank,mode_sv_ratio
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_2,5,0.049716368317604065
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_4,1,0.07374343276023865
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_4,2,0.06398425251245499
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_4,3,0.055373288691043854
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_4,4,0.053334638476371765
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_4,5,0.04999624192714691
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_6,1,0.20504160225391388
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_6,2,0.05558732524514198
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_6,3,0.044789619743824005
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_6,4,0.04148164391517639
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_6,5,0.038802411407232285
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_8,1,0.17859865725040436
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_8,2,0.05325302109122276
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_8,3,0.040047597140073776
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_8,4,0.03792824223637581
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_8,5,0.03453434258699417
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_10,1,0.2055494636297226
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_10,2,0.054323796182870865
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_10,3,0.038077425211668015
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_10,4,0.034289103001356125
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_10,5,0.030833331868052483
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_12,1,0.26420095562934875
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_12,2,0.05047974735498428
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_12,3,0.03974214568734169
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_12,4,0.03161013126373291
it_lineage,gemma3_1b_it,gemma3_4b_it,layer_12,5,0.0273941271007061
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_0,1,0.079486183822155
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_0,2,0.07685983926057816
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_0,3,0.06763715296983719
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_0,4,0.06140752136707306
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_0,5,0.060103002935647964
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_2,1,0.09361736476421356
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_2,2,0.06614187359809875
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_2,3,0.05780835822224617
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_2,4,0.053859032690525055
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_2,5,0.04427088052034378
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_4,1,0.082393117249012
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_4,2,0.07629427313804626
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_4,3,0.06562262773513794
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_4,4,0.05629056319594383
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_4,5,0.04709036648273468
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_6,1,0.10995208472013474
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_6,2,0.07809030264616013
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_6,3,0.05388079211115837
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_6,4,0.05212447792291641
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_6,5,0.04790017008781433
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_8,1,0.18258194625377655
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_8,2,0.058624785393476486
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_8,3,0.04788433387875557
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_8,4,0.04696830362081528
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_8,5,0.04191436991095543
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_10,1,0.12731963396072388
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_10,2,0.05677107721567154
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_10,3,0.04996047541499138
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_10,4,0.04412331059575081
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_10,5,0.04153630882501602
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_12,1,0.11932193487882614
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_12,2,0.059180788695812225
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_12,3,0.047002021223306656
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_12,4,0.04231440648436546
pt_lineage,gemma2_2b,gemma3_1b_pt,layer_12,5,0.037138931453228
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_0,1,0.08191513270139694
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_0,2,0.07457372546195984
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_0,3,0.06526637077331543
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_0,4,0.06185794621706009
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_0,5,0.05926486477255821
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_2,1,0.0884818509221077
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_2,2,0.06881710141897202
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_2,3,0.06136979162693024
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_2,4,0.05438775569200516
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_2,5,0.04769686982035637
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_4,1,0.08742228895425797
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_4,2,0.0732802003622055
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_4,3,0.06127377226948738
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_4,4,0.055766068398952484
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_4,5,0.04855572059750557
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_6,1,0.17336535453796387
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_6,2,0.06608028709888458
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_6,3,0.05243551731109619
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_6,4,0.04719190672039986
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_6,5,0.044992513954639435
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_8,1,0.2092292308807373
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_8,2,0.049746911972761154
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_8,3,0.04518155753612518
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_8,4,0.04184321314096451
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_8,5,0.04101661592721939
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_10,1,0.22484946250915527
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_10,2,0.062038809061050415
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_10,3,0.040441665798425674
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_10,4,0.03806508705019951
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_10,5,0.03469518572092056
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_12,1,0.23179613053798676
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_12,2,0.049507830291986465
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_12,3,0.043412793427705765
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_12,4,0.03512420505285263
pt_lineage,gemma3_1b_pt,gemma3_4b_pt,layer_12,5,0.032460764050483704
tune_shift,gemma2_2b,gemma2_2b_it,layer_0,1,0.07682277262210846
tune_shift,gemma2_2b,gemma2_2b_it,layer_0,2,0.06848041713237762
tune_shift,gemma2_2b,gemma2_2b_it,layer_0,3,0.05988139286637306
tune_shift,gemma2_2b,gemma2_2b_it,layer_0,4,0.05718112736940384
tune_shift,gemma2_2b,gemma2_2b_it,layer_0,5,0.0563662089407444
tune_shift,gemma2_2b,gemma2_2b_it,layer_2,1,0.09444645792245865
tune_shift,gemma2_2b,gemma2_2b_it,layer_2,2,0.05275474861264229
tune_shift,gemma2_2b,gemma2_2b_it,layer_2,3,0.040375594049692154
tune_shift,gemma2_2b,gemma2_2b_it,layer_2,4,0.03377935290336609
tune_shift,gemma2_2b,gemma2_2b_it,layer_2,5,0.0289505235850811
tune_shift,gemma2_2b,gemma2_2b_it,layer_4,1,0.07998079806566238
tune_shift,gemma2_2b,gemma2_2b_it,layer_4,2,0.04983271658420563
tune_shift,gemma2_2b,gemma2_2b_it,layer_4,3,0.03829847648739815
tune_shift,gemma2_2b,gemma2_2b_it,layer_4,4,0.03278718888759613
tune_shift,gemma2_2b,gemma2_2b_it,layer_4,5,0.029988223686814308
tune_shift,gemma2_2b,gemma2_2b_it,layer_6,1,0.07417788356542587
tune_shift,gemma2_2b,gemma2_2b_it,layer_6,2,0.04914969578385353
tune_shift,gemma2_2b,gemma2_2b_it,layer_6,3,0.0461571030318737
tune_shift,gemma2_2b,gemma2_2b_it,layer_6,4,0.03593934699892998
tune_shift,gemma2_2b,gemma2_2b_it,layer_6,5,0.034697748720645905
tune_shift,gemma2_2b,gemma2_2b_it,layer_8,1,0.07406677305698395
tune_shift,gemma2_2b,gemma2_2b_it,layer_8,2,0.04292834550142288
tune_shift,gemma2_2b,gemma2_2b_it,layer_8,3,0.040545765310525894
tune_shift,gemma2_2b,gemma2_2b_it,layer_8,4,0.035154301673173904
tune_shift,gemma2_2b,gemma2_2b_it,layer_8,5,0.03401404619216919
tune_shift,gemma2_2b,gemma2_2b_it,layer_10,1,0.062209539115428925
tune_shift,gemma2_2b,gemma2_2b_it,layer_10,2,0.04245792329311371
tune_shift,gemma2_2b,gemma2_2b_it,layer_10,3,0.037408459931612015
tune_shift,gemma2_2b,gemma2_2b_it,layer_10,4,0.03461546450853348
tune_shift,gemma2_2b,gemma2_2b_it,layer_10,5,0.03247334435582161
tune_shift,gemma2_2b,gemma2_2b_it,layer_12,1,0.06434085965156555
tune_shift,gemma2_2b,gemma2_2b_it,layer_12,2,0.04631827399134636
tune_shift,gemma2_2b,gemma2_2b_it,layer_12,3,0.03518843650817871
tune_shift,gemma2_2b,gemma2_2b_it,layer_12,4,0.033815305680036545
tune_shift,gemma2_2b,gemma2_2b_it,layer_12,5,0.031178928911685944
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_0,1,0.0791982039809227
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_0,2,0.07476462423801422
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_0,3,0.06463183462619781
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_0,4,0.06266283988952637
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_0,5,0.06003761664032936
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_2,1,0.07747066766023636
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_2,2,0.06601570546627045
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_2,3,0.05716687813401222
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_2,4,0.05077265202999115
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_2,5,0.04719674587249756
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_4,1,0.07070619612932205
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_4,2,0.06590799242258072
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_4,3,0.057429537177085876
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_4,4,0.05390283837914467
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_4,5,0.047599129378795624
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_6,1,0.08445272594690323
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_6,2,0.06177627667784691
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_6,3,0.055918511003255844
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_6,4,0.04851904511451721
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_6,5,0.04669661819934845
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_8,1,0.1401752382516861
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_8,2,0.04810890555381775
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_8,3,0.047307662665843964
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_8,4,0.04595613852143288
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_8,5,0.038444023579359055
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_10,1,0.12408178299665451
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_10,2,0.0520247146487236
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_10,3,0.04281577467918396
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_10,4,0.041021112352609634
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_10,5,0.03605256974697113
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_12,1,0.1016334518790245
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_12,2,0.05526406317949295
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_12,3,0.04759599268436432
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_12,4,0.039745476096868515
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_12,5,0.03821349889039993
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_0,1,0.06570908427238464
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_0,2,0.06288608908653259
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_0,3,0.05870979651808739
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_0,4,0.057711172848939896
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_0,5,0.05480416491627693
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_2,1,0.06837113946676254
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_2,2,0.05289492756128311
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_2,3,0.04807759448885918
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_2,4,0.044790830463171005
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_2,5,0.04304475709795952
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_4,1,0.11552868783473969
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_4,2,0.05806060880422592
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_4,3,0.04581296816468239
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_4,4,0.03979465737938881
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_4,5,0.03649147227406502
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_6,1,0.22725112736225128
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_6,2,0.04702754318714142
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_6,3,0.03408202901482582
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_6,4,0.03048286773264408
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_6,5,0.027736198157072067
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_8,1,0.19472220540046692
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_8,2,0.038592707365751266
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_8,3,0.03270575776696205
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_8,4,0.029337836429476738
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_8,5,0.028071001172065735
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_10,1,0.21571668982505798
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_10,2,0.03546823561191559
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_10,3,0.029120711609721184
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_10,4,0.02695552445948124
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_10,5,0.024659186601638794
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_12,1,0.3230051100254059
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_12,2,0.02831183187663555
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_12,3,0.02559058926999569
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_12,4,0.022355230525135994
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_12,5,0.02109229378402233
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_0,1,0.08020368218421936
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_0,2,0.07428140938282013
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_0,3,0.06541758030653
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_0,4,0.0614100880920887
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_0,5,0.05861402302980423
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_2,1,0.08025099337100983
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_2,2,0.0633748471736908
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_2,3,0.061721544712781906
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_2,4,0.05689813941717148
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_2,5,0.05245666205883026
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_4,1,0.06807233393192291
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_4,2,0.06400124728679657
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_4,3,0.056885357946157455
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_4,4,0.054419875144958496
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_4,5,0.052009183913469315
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_6,1,0.18514814972877502
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_6,2,0.055607713758945465
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_6,3,0.04572727158665657
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_6,4,0.04300486668944359
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_6,5,0.042661216109991074
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_8,1,0.16148525476455688
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_8,2,0.0523952879011631
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_8,3,0.04393170401453972
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_8,4,0.038745082914829254
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_8,5,0.037239279597997665
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_10,1,0.20377084612846375
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_10,2,0.046868644654750824
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_10,3,0.039151109755039215
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_10,4,0.03279171884059906
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_10,5,0.03178507089614868
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_12,1,0.2619517743587494
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_12,2,0.04228191450238228
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_12,3,0.03768620267510414
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_12,4,0.028786825016140938
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_12,5,0.027537420392036438
