model_a,model_b,layer,metric,boot_mean,ci_low,ci_high,n_boot,boot_sample_size
codegemma_2b,lfm2_5_1_2b_thinking,layer_12,rsa_spearman,0.6772698104873354,0.6183110923081432,0.7282553209957967,40,180
codegemma_2b,lfm2_5_1_2b_thinking,layer_4,cka,0.972645977139473,0.9681444898247719,0.9778884395956993,40,180
codegemma_2b,lfm2_5_1_2b_thinking,layer_4,rsa_spearman,0.6927891371308403,0.6516030940524016,0.7344344670991012,40,180
codegemma_2b,lfm2_5_1_2b_thinking,layer_8,cka,0.9218525663018227,0.9142634227871895,0.9293800905346871,40,180
codegemma_2b,lfm2_5_1_2b_thinking,layer_8,rsa_spearman,0.8684677943135976,0.8445974003173846,0.8908553344165482,40,180
gemma1_1_2b_it,gemma2_2b,layer_0,cka,0.8480134204030036,0.8146954298019409,0.8757687970995903,40,180
gemma1_1_2b_it,gemma2_2b,layer_0,rsa_spearman,0.8185938106290955,0.7998347919826605,0.8371770965624963,40,180
gemma1_1_2b_it,gemma2_2b,layer_12,cka,0.9687835037708282,0.9627376392483711,0.9740670517086982,40,180
gemma1_1_2b_it,gemma2_2b,layer_12,rsa_spearman,0.8900176983527406,0.8550676739881072,0.9157065914643785,40,180
gemma1_1_2b_it,gemma2_2b,layer_4,cka,0.9406354650855064,0.9310418888926506,0.9549159750342369,40,180
gemma1_1_2b_it,gemma2_2b,layer_4,rsa_spearman,0.5251718718924313,0.4802139426196728,0.5999850911284149,40,180
gemma1_1_2b_it,gemma2_2b,layer_8,cka,0.9713734075427055,0.9665595263242721,0.9762496560811996,40,180
gemma1_1_2b_it,gemma2_2b,layer_8,rsa_spearman,0.7987388800282176,0.7645771009280028,0.8381550058418267,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_0,cka,0.8483035430312157,0.815099410712719,0.8759570851922035,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_0,rsa_spearman,0.8186342234695683,0.7999794203869333,0.8369726622550457,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_12,cka,0.976310758292675,0.9727037638425827,0.9801628515124321,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_12,rsa_spearman,0.9287149609024773,0.9082848361083289,0.9433590626735616,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_4,cka,0.946294729411602,0.9390515774488449,0.9538309693336486,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_4,rsa_spearman,0.609130792783352,0.5703756898229648,0.6553596553702316,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_8,cka,0.9691538587212563,0.9653430506587029,0.9738255798816681,40,180
gemma1_1_2b_it,gemma2_2b_it,layer_8,rsa_spearman,0.8379265089517247,0.8094286264527987,0.8705023205133012,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_0,cka,0.8216364413499833,0.7884235128760337,0.8556944534182548,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_0,rsa_spearman,0.8586650087227217,0.8333239559021639,0.8832372997533007,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_12,cka,0.700703564286232,0.6673114269971847,0.7363570839166641,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_12,rsa_spearman,0.8740575229922113,0.8557269372043145,0.8882428551271151,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_4,cka,0.9091245666146278,0.8992719888687134,0.9173922687768936,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_4,rsa_spearman,0.7139390202844416,0.669767123206415,0.754828771222028,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_8,cka,0.6533198058605194,0.6199990630149841,0.6847575038671493,40,180
gemma1_1_2b_it,gemma3_1b_it,layer_8,rsa_spearman,0.8462955503501993,0.8220038357230772,0.8704955459042062,40,180
gemma1_1_2b_it,gemma3_1b_pt,layer_0,cka,0.8239384517073631,0.7905710309743881,0.8572821497917175,40,180
gemma1_1_2b_it,gemma3_1b_pt,layer_0,rsa_spearman,0.8636117886559947,0.843179574671589,0.8850398439939252,40,180
gemma1_1_2b_it,gemma3_1b_pt,layer_12,cka,0.6492372721433639,0.6139637887477875,0.6864628657698632,40,180
gemma1_1_2b_it,gemma3_1b_pt,layer_12,rsa_spearman,0.8355618243380298,0.8100715138790427,0.8614207249391511,40,180
gemma1_1_2b_it,gemma3_1b_pt,layer_4,cka,0.9138918429613113,0.9051021382212638,0.9232452929019928,40,180
gemma1_1_2b_it,gemma3_1b_pt,layer_4,rsa_spearman,0.6672610539387327,0.6280310089183381,0.7052434727656206,40,180
