from_model,to_model,from_generation,to_generation,temporal_rep_drift_1_minus_cka,temporal_rep_rsa,temporal_weight_cosine,temporal_weight_l2
gemma1_1_2b_it,gemma2_2b_it,1.1,2.0,0.06927314400672913,0.7940590933242682,-0.0935638460967356,12.366291635997284
gemma2_2b_it,gemma3_1b_it,2.0,3.0,0.19822227954864502,0.8099182741964817,-0.0706334356910247,164.80253786730884
gemma3_1b_it,gemma3_4b_it,3.0,3.0,0.19004732370376587,0.8709196231866557,0.0105047680066526,283.33250019729235
