model_a,model_b,layer,domain,cka,rsa_spearman,knn_overlap,procrustes_residual
gemma2_2b,gemma2_2b_it,layer_12,logical_reasoning,0.913476288318634,0.8401829905661891,0.722066822066822,0.03889851178515937
gemma2_2b,gemma2_2b_it,layer_12,narrative_structure,0.9325050115585327,0.8466491820677409,0.6924297924297923,0.03745611321365938
gemma2_2b,gemma2_2b_it,layer_12,symbolic_code,0.9681183099746704,0.900833895824252,0.7260850260850262,0.027317521695473856
gemma2_2b,gemma2_2b_it,layer_4,algebraic_geometry,0.9757199287414551,0.9476421303997306,0.8300699300699301,0.02011718782945074
gemma2_2b,gemma2_2b_it,layer_4,analogy_composition,0.9897725582122803,0.9703490262225248,0.8535353535353534,0.013957703592096608
gemma2_2b,gemma2_2b_it,layer_4,factual_recall,0.9855822920799255,0.9628200549030013,0.8313131313131311,0.015805013727700584
gemma2_2b,gemma2_2b_it,layer_4,logical_reasoning,0.9923452138900757,0.9731992879812577,0.824242424242424,0.013250353354558684
gemma2_2b,gemma2_2b_it,layer_4,narrative_structure,0.9860210418701172,0.9646928216439702,0.8393939393939394,0.017899175904174107
gemma2_2b,gemma2_2b_it,layer_4,symbolic_code,0.9833159446716309,0.9569324879690118,0.8482517482517482,0.018963301347002484
gemma2_2b,gemma2_2b_it,layer_8,algebraic_geometry,0.9597691893577576,0.9207325162514924,0.734798534798535,0.027602101204387976
gemma2_2b,gemma2_2b_it,layer_8,analogy_composition,0.9752577543258667,0.9476208456461744,0.7704739704739707,0.02251498708928599
gemma2_2b,gemma2_2b_it,layer_8,factual_recall,0.9544419646263123,0.8732392333406712,0.7793317793317793,0.028243428712918815
gemma2_2b,gemma2_2b_it,layer_8,logical_reasoning,0.9516239166259766,0.8936562687243873,0.7557775557775557,0.02823915470157589
gemma2_2b,gemma2_2b_it,layer_8,narrative_structure,0.9593945145606995,0.9021541336886624,0.773038073038073,0.02906503733898647
gemma2_2b,gemma2_2b_it,layer_8,symbolic_code,0.9754314422607422,0.9278566398955005,0.7416361416361419,0.022744480550032337
gemma2_2b,gemma3_1b_it,layer_0,algebraic_geometry,0.9748043417930603,0.9377132302237667,0.7922299922299921,0.022982580525663057
gemma2_2b,gemma3_1b_it,layer_0,analogy_composition,0.9793965220451355,0.9400727763628437,0.8262626262626261,0.02179036260921343
gemma2_2b,gemma3_1b_it,layer_0,factual_recall,0.9798069000244141,0.9275325576547117,0.8106449106449105,0.020826309156348463
gemma2_2b,gemma3_1b_it,layer_0,logical_reasoning,0.9828009009361267,0.9537253421232562,0.7735042735042735,0.0216855935596806
gemma2_2b,gemma3_1b_it,layer_0,narrative_structure,0.9724510312080383,0.8983889190989843,0.8271839271839272,0.023284868207607796
gemma2_2b,gemma3_1b_it,layer_0,symbolic_code,0.9780161380767822,0.9323822741738673,0.8090909090909089,0.02122807302400193
gemma2_2b,gemma3_1b_it,layer_12,algebraic_geometry,0.5289215445518494,0.685877128657588,0.5681762681762681,0.10041850318856833
gemma2_2b,gemma3_1b_it,layer_12,analogy_composition,0.3280055820941925,0.730225370551523,0.5213203463203463,0.1268173654580788
gemma2_2b,gemma3_1b_it,layer_12,factual_recall,0.3796744644641876,0.6973396973774559,0.5952158952158952,0.1184271139153199
gemma2_2b,gemma3_1b_it,layer_12,logical_reasoning,0.45286938548088074,0.6896596917792742,0.660794760794761,0.11114341506357074
gemma2_2b,gemma3_1b_it,layer_12,narrative_structure,0.4012090861797333,0.7311158313372802,0.5880526880526878,0.12484330000771739
gemma2_2b,gemma3_1b_it,layer_12,symbolic_code,0.2885040044784546,0.5405833188762234,0.5250187720775956,0.1370804446981164
gemma2_2b,gemma3_1b_it,layer_4,algebraic_geometry,0.8545190095901489,0.7538686497448016,0.6883893883893885,0.05950488075309165
gemma2_2b,gemma3_1b_it,layer_4,analogy_composition,0.855800211429596,0.7053222088909039,0.5723720723720723,0.054801906670201066
gemma2_2b,gemma3_1b_it,layer_4,factual_recall,0.8781771659851074,0.7506720004898408,0.6265290265290265,0.05552712831481199
gemma2_2b,gemma3_1b_it,layer_4,logical_reasoning,0.8898807168006897,0.7701102287819435,0.6541569541569541,0.0519630544689957
gemma2_2b,gemma3_1b_it,layer_4,narrative_structure,0.888998806476593,0.7239124001183782,0.6335220335220335,0.05344602486172869
gemma2_2b,gemma3_1b_it,layer_4,symbolic_code,0.8519082069396973,0.6644656870820498,0.5307192807192807,0.0593834291844278
